"year","id","hrs1","marital","childs","income","happy","ballot"
2000,390,"40","Married","3","$25000 or more","Pretty happy","Ballot c"
2000,391,"15","Married","3","Refused","Pretty happy","Ballot c"
2000,392,"Not applicable","Widowed","3","Refused","Pretty happy","Ballot c"
2000,393,"Not applicable","Divorced","1","Don't know","Not too happy","Ballot a"
2000,394,"55","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,395,"10","Married","2","Refused","Very happy","Ballot b"
2000,396,"20","Married","0","Refused","Very happy","Ballot b"
2000,397,"Not applicable","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2000,398,"38","Married","0","$25000 or more","Pretty happy","Ballot a"
2000,399,"40","Divorced","0","$25000 or more","Pretty happy","Ballot c"
2000,400,"30","Never married","0","$8000 to 9999","Not too happy","Ballot b"
2000,401,"25","Married","1","$25000 or more","Pretty happy","Ballot b"
2000,402,"17","Married","2","$15000 - 19999","Pretty happy","Ballot c"
2000,403,"Not applicable","Never married","0","$10000 - 14999","Not too happy","Ballot c"
2000,404,"Not applicable","Separated","3","$7000 to 7999","Not too happy","Ballot c"
2000,405,"Not applicable","Separated","2","Lt $1000","Not too happy","Ballot c"
2000,406,"Not applicable","Never married","0","$5000 to 5999","Very happy","Ballot a"
2000,407,"Not applicable","Divorced","Eight or m","Don't know","No answer","Ballot b"
2000,408,"45","Married","1","$25000 or more","Pretty happy","Ballot c"
2000,409,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2000,410,"50","Married","0","$25000 or more","Not too happy","Ballot c"
2000,411,"40","Married","2","$25000 or more","Very happy","Ballot b"
2000,412,"45","Married","0","$25000 or more","Pretty happy","Ballot a"
2000,413,"40","Never married","1","$25000 or more","Pretty happy","Ballot a"
2000,414,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,415,"10","Married","3","$25000 or more","Very happy","Ballot b"
2000,416,"No answer","Married","5","$25000 or more","Very happy","Ballot a"
2000,417,"44","Married","1","$25000 or more","Pretty happy","Ballot a"
2000,418,"15","Never married","0","$25000 or more","Not too happy","Ballot c"
2000,419,"38","Married","3","$25000 or more","Pretty happy","Ballot c"
2000,420,"40","Married","0","$25000 or more","Not too happy","Ballot c"
2000,421,"50","Married","2","$25000 or more","Very happy","Ballot b"
2000,422,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,423,"44","Divorced","2","$25000 or more","Pretty happy","Ballot a"
2000,424,"Not applicable","Divorced","0","$25000 or more","Very happy","Ballot b"
2000,425,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2000,426,"40","Married","1","$25000 or more","Pretty happy","Ballot a"
2000,427,"Not applicable","Married","4","$25000 or more","Very happy","Ballot a"
2000,428,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2000,429,"65","Never married","0","$25000 or more","Very happy","Ballot c"
2000,430,"48","Married","2","$25000 or more","Very happy","Ballot c"
2000,431,"40","Never married","0","$25000 or more","No answer","Ballot b"
2000,432,"40","Married","1","$25000 or more","Very happy","Ballot a"
2000,433,"40","Never married","0","$25000 or more","Not too happy","Ballot c"
2000,434,"48","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2000,435,"40","Divorced","1","$20000 - 24999","Pretty happy","Ballot a"
2000,436,"40","Divorced","1","$25000 or more","Very happy","Ballot b"
2000,437,"12","Never married","0","$25000 or more","Pretty happy","Ballot a"
2000,438,"40","Married","0","$25000 or more","Pretty happy","Ballot c"
2000,439,"Not applicable","Separated","2","$1000 to 2999","Not too happy","Ballot a"
2000,440,"Not applicable","Divorced","2","$8000 to 9999","Not too happy","Ballot c"
2000,441,"Not applicable","Widowed","1","$15000 - 19999","No answer","Ballot b"
2000,442,"60","Divorced","3","$25000 or more","Very happy","Ballot c"
2000,443,"40","Divorced","5","$25000 or more","Pretty happy","Ballot a"
2000,444,"50","Never married","0","Refused","Pretty happy","Ballot a"
2000,445,"60","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2000,446,"45","Widowed","0","$25000 or more","Pretty happy","Ballot b"
2000,447,"Not applicable","Divorced","7","Don't know","No answer","Ballot b"
2000,448,"40","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2000,449,"20","Divorced","4","Don't know","No answer","Ballot c"
2000,450,"Not applicable","Never married","1","$1000 to 2999","Pretty happy","Ballot a"
2000,451,"50","Divorced","3","$25000 or more","No answer","Ballot b"
2000,452,"Not applicable","Widowed","1","Refused","Very happy","Ballot a"
2000,453,"50","Widowed","2","$25000 or more","Pretty happy","Ballot c"
2000,454,"42","Married","0","$25000 or more","Very happy","Ballot a"
2000,455,"Not applicable","Married","2","Refused","Pretty happy","Ballot c"
2000,456,"40","Never married","Dk na","$15000 - 19999","Very happy","Ballot c"
2000,457,"Not applicable","Never married","0","Refused","Pretty happy","Ballot b"
2000,458,"30","Never married","0","$20000 - 24999","No answer","Ballot b"
2000,459,"40","Married","2","$25000 or more","Very happy","Ballot a"
2000,460,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2000,461,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2000,462,"Not applicable","Widowed","3","$10000 - 14999","Pretty happy","Ballot c"
2000,463,"Not applicable","Divorced","2","$15000 - 19999","Not too happy","Ballot b"
2000,464,"Not applicable","Never married","2","$20000 - 24999","Pretty happy","Ballot c"
2000,465,"45","Married","0","$25000 or more","Very happy","Ballot c"
2000,466,"Not applicable","Married","3","$15000 - 19999","Pretty happy","Ballot a"
2000,467,"40","Married","3","$20000 - 24999","Not too happy","Ballot c"
2000,468,"40","Never married","1","Lt $1000","Pretty happy","Ballot a"
2000,469,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2000,470,"Not applicable","Married","3","$25000 or more","Not too happy","Ballot b"
2000,471,"50","Married","4","$25000 or more","Very happy","Ballot b"
2000,472,"40","Widowed","4","$25000 or more","Pretty happy","Ballot c"
2000,473,"40","Never married","1","$25000 or more","Pretty happy","Ballot c"
2000,474,"Not applicable","Married","5","$10000 - 14999","Pretty happy","Ballot c"
2000,475,"Not applicable","Divorced","1","$10000 - 14999","Pretty happy","Ballot c"
2000,476,"40","Divorced","1","$25000 or more","Pretty happy","Ballot b"
2000,477,"40","Married","2","$10000 - 14999","Pretty happy","Ballot c"
2000,478,"Not applicable","Widowed","1","Refused","Not too happy","Ballot b"
2000,479,"Not applicable","Married","2","$25000 or more","Not too happy","Ballot a"
2000,480,"20","Married","7","$25000 or more","Pretty happy","Ballot b"
2000,481,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2000,482,"40","Married","0","$25000 or more","Very happy","Ballot a"
2000,483,"40","Married","3","$25000 or more","Pretty happy","Ballot b"
2000,484,"Not applicable","Never married","0","Refused","Very happy","Ballot c"
2000,485,"Not applicable","Divorced","6","$7000 to 7999","Not too happy","Ballot a"
2000,486,"40","Married","0","$25000 or more","Pretty happy","Ballot a"
2000,487,"Not applicable","Never married","2","$3000 to 3999","Pretty happy","Ballot a"
2000,488,"40","Separated","2","$25000 or more","Not too happy","Ballot b"
2000,489,"40","Widowed","2","$15000 - 19999","Pretty happy","Ballot b"
2000,490,"32","Divorced","1","$25000 or more","Very happy","Ballot b"
2000,491,"37","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,492,"Not applicable","Married","0","$25000 or more","Not too happy","Ballot b"
2000,493,"40","Never married","0","$25000 or more","Very happy","Ballot c"
2000,494,"40","Separated","0","Refused","Pretty happy","Ballot c"
2000,495,"50","Never married","0","$25000 or more","Pretty happy","Ballot c"
2000,496,"40","Married","0","$25000 or more","Pretty happy","Ballot b"
2000,497,"Not applicable","Married","4","$25000 or more","Very happy","Ballot b"
2000,498,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2000,499,"40","Married","0","Refused","Very happy","Ballot b"
2000,500,"Not applicable","Never married","3","$25000 or more","Pretty happy","Ballot c"
2000,501,"Not applicable","Married","4","$15000 - 19999","Very happy","Ballot c"
2000,502,"40","Married","3","Refused","Very happy","Ballot b"
2000,503,"Not applicable","Never married","0","$15000 - 19999","Very happy","Ballot a"
2000,504,"Not applicable","Divorced","1","$6000 to 6999","Not too happy","Ballot b"
2000,505,"Not applicable","Married","2","$15000 - 19999","Very happy","Ballot a"
2000,506,"Not applicable","Married","0","$25000 or more","Very happy","Ballot c"
2000,507,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,508,"55","Never married","0","Don't know","Very happy","Ballot a"
2000,509,"50","Never married","0","$25000 or more","Very happy","Ballot c"
2000,510,"40","Never married","3","$25000 or more","Pretty happy","Ballot c"
2000,511,"40","Never married","0","$25000 or more","Pretty happy","Ballot c"
2000,512,"Not applicable","Never married","2","$15000 - 19999","Not too happy","Ballot a"
2000,513,"Not applicable","Never married","2","$15000 - 19999","Pretty happy","Ballot b"
2000,514,"Not applicable","Never married","3","$20000 - 24999","Pretty happy","Ballot a"
2000,515,"40","Never married","1","$25000 or more","Pretty happy","Ballot b"
2000,516,"Not applicable","Never married","2","$5000 to 5999","Pretty happy","Ballot c"
2000,517,"25","Never married","1","$15000 - 19999","Pretty happy","Ballot b"
2000,518,"Not applicable","Married","2","$25000 or more","Not too happy","Ballot b"
2000,519,"40","Separated","4","$15000 - 19999","No answer","Ballot a"
2000,520,"35","Married","6","$25000 or more","Pretty happy","Ballot a"
2000,521,"40","Never married","2","Refused","Pretty happy","Ballot c"
2000,522,"24","Divorced","0","$20000 - 24999","Pretty happy","Ballot c"
2000,523,"40","Married","0","Refused","Very happy","Ballot a"
2000,524,"Not applicable","Widowed","Dk na","Refused","Not too happy","Ballot b"
2000,525,"40","Married","0","Refused","Very happy","Ballot b"
2000,526,"45","Never married","0","$25000 or more","Pretty happy","Ballot a"
2000,527,"Not applicable","Married","3","Refused","Very happy","Ballot c"
2000,528,"Not applicable","Married","4","Refused","Pretty happy","Ballot c"
2000,529,"40","Never married","0","Refused","Pretty happy","Ballot a"
2000,530,"40","Widowed","1","Refused","Pretty happy","Ballot c"
2000,531,"40","Never married","0","$25000 or more","Pretty happy","Ballot b"
2000,532,"50","Never married","0","Refused","Pretty happy","Ballot c"
2000,533,"Not applicable","Married","2","Refused","Pretty happy","Ballot b"
2000,534,"Not applicable","Married","1","$20000 - 24999","Pretty happy","Ballot b"
2000,535,"Not applicable","Separated","5","$8000 to 9999","Pretty happy","Ballot b"
2000,536,"Not applicable","Never married","0","$25000 or more","Not too happy","Ballot a"
2000,537,"40","Never married","0","Refused","Pretty happy","Ballot a"
2000,538,"40","Married","4","Refused","Pretty happy","Ballot c"
2000,539,"40","Married","1","$25000 or more","Very happy","Ballot c"
2000,540,"Not applicable","Married","2","$10000 - 14999","Very happy","Ballot b"
2000,541,"Not applicable","Married","2","Refused","Very happy","Ballot a"
2000,542,"40","Divorced","1","$25000 or more","Very happy","Ballot a"
2000,543,"40","Married","1","Refused","Pretty happy","Ballot b"
2000,544,"40","Married","0","Refused","Pretty happy","Ballot c"
2000,545,"20","Married","2","Refused","Pretty happy","Ballot a"
2000,546,"Not applicable","Married","1","Refused","Pretty happy","Ballot c"
2000,547,"70","Married","1","$25000 or more","Pretty happy","Ballot b"
2000,548,"15","Widowed","4","$15000 - 19999","Pretty happy","Ballot c"
2000,549,"Not applicable","Separated","1","$5000 to 5999","Not too happy","Ballot c"
2000,550,"Not applicable","Separated","6","$7000 to 7999","Pretty happy","Ballot c"
2000,551,"Not applicable","Never married","0","Don't know","Very happy","Ballot b"
2000,552,"Not applicable","Widowed","3","$6000 to 6999","Pretty happy","Ballot b"
2000,553,"20","Widowed","4","$10000 - 14999","Not too happy","Ballot a"
2000,554,"40","Divorced","2","Refused","Pretty happy","Ballot b"
2000,555,"40","Never married","3","$10000 - 14999","Pretty happy","Ballot a"
2000,556,"40","Separated","4","Refused","Pretty happy","Ballot a"
2000,557,"Not applicable","Divorced","4","$7000 to 7999","Not too happy","Ballot c"
2000,558,"Not applicable","Never married","3","Refused","Pretty happy","Ballot a"
2000,559,"40","Never married","0","Refused","Very happy","Ballot b"
2000,560,"Not applicable","Never married","0","Refused","Pretty happy","Ballot b"
2000,561,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2000,562,"65","Married","1","Refused","Very happy","Ballot b"
2000,563,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot b"
2000,564,"4","Married","3","Refused","Pretty happy","Ballot a"
2000,565,"10","Married","2","$25000 or more","Very happy","Ballot a"
2000,566,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2000,567,"38","Divorced","3","Refused","Pretty happy","Ballot a"
2000,568,"50","Married","2","Refused","Pretty happy","Ballot b"
2000,569,"50","Married","2","$25000 or more","Very happy","Ballot b"
2000,570,"50","Never married","0","$10000 - 14999","Pretty happy","Ballot a"
2000,571,"40","Married","4","$25000 or more","Pretty happy","Ballot a"
2000,572,"50","Married","1","$25000 or more","Pretty happy","Ballot c"
2000,573,"40","Divorced","2","$25000 or more","Not too happy","Ballot c"
2000,574,"60","Never married","4","$25000 or more","Very happy","Ballot a"
2000,575,"Not applicable","Married","1","$25000 or more","Very happy","Ballot a"
2000,576,"40","Married","2","$25000 or more","Very happy","Ballot c"
2000,577,"50","Married","2","$25000 or more","Very happy","Ballot b"
2000,578,"40","Never married","3","$25000 or more","Very happy","Ballot b"
2000,579,"50","Married","3","$25000 or more","Pretty happy","Ballot b"
2000,580,"42","Never married","0","$25000 or more","Not too happy","Ballot c"
2000,581,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot a"
2000,582,"Not applicable","Married","7","Don't know","Pretty happy","Ballot c"
2000,583,"50","Married","1","$25000 or more","Very happy","Ballot a"
2000,584,"40","Separated","4","$10000 - 14999","Pretty happy","Ballot a"
2000,585,"Not applicable","Never married","0","$8000 to 9999","Pretty happy","Ballot b"
2000,586,"60","Never married","0","$25000 or more","Very happy","Ballot c"
2000,587,"Not applicable","Widowed","1","$25000 or more","Very happy","Ballot b"
2000,588,"40","Married","1","$25000 or more","Pretty happy","Ballot b"
2000,589,"50","Married","1","$25000 or more","Very happy","Ballot b"
2000,590,"44","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2000,591,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2000,592,"40","Married","3","$25000 or more","Very happy","Ballot c"
2000,593,"35","Married","2","$25000 or more","Very happy","Ballot a"
2000,594,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2000,595,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2000,596,"60","Married","2","$25000 or more","Pretty happy","Ballot a"
2000,597,"Not applicable","Married","2","$25000 or more","Very happy","Ballot a"
